cause_of_death,date,Date-month,Year ,dead,missing,dead_and_missing,location,latitude,longitude,,
asphyxiated,2002-12-19T00:00:00Z,2002 -- 12,2002,0,0,12,evia,38.523604,23.858474,,
drowned,2002-12-18T00:00:00Z,2002 -- 12,2002,0,0,10,evia,38.523604,23.858474,,
drowned,2002-12-18T00:00:00Z,2002 -- 12,2002,0,0,10,evia,38.523604,23.858474,,
suicide - hanged,2001-09-04T00:00:00Z,2001 -- 9,2001,0,0,5,evia,38.523604,23.858474,,
drowned,2001-05-08T00:00:00Z,2001 -- 5,2001,0,0,5,evia,38.523604,23.858474,,
murdered,2016-04-13T00:00:00Z,2016 -- 4,2016,1,0,1,Nea Makri,38.086,23.98,,
drowned,2004-01-29T00:00:00Z,2004 -- 1,2004,0,0,14,rafina,38.023446,24.005924,,
drowned,2004-01-29T00:00:00Z,2004 -- 1,2004,0,0,5,rafina,38.023446,24.005924,,
unknown,2016-04-13T00:00:00Z,2016 -- 4,2016,1,0,1,"Porto Rafti, Attika",37.882,24.013,,
blown in minefield,2004-01-28T00:00:00Z,2004 -- 1,2004,0,0,5,karystos,38.013999,24.419899,,
unknown,2016-04-13T00:00:00Z,2016 -- 4,2016,469,0,469,Between Egypt and Italy,32.97,24.53,,
suicide - put on fire,2011-06-02T00:00:00Z,2011 -- 6,2011,0,0,18,crete,35.240117,24.809269,,
drowned,2011-03-21T00:00:00Z,2011 -- 3,2011,0,0,1,crete,35.240117,24.809269,,
asphyxiated,2011-03-04T00:00:00Z,2011 -- 3,2011,0,0,19,crete,35.240117,24.809269,,
unknown,2007-07-11T00:00:00Z,2007 -- 7,2007,0,0,1,crete,35.240117,24.809269,,
asphyxiated,2007-12-05T00:00:00Z,2007 -- 12,2007,0,0,1,crete,35.240117,24.809269,,
drowned,2006-09-02T00:00:00Z,2006 -- 9,2006,0,0,1,crete,35.240117,24.809269,,
drowned,2006-08-31T00:00:00Z,2006 -- 8,2006,0,0,7,crete,35.240117,24.809269,,
drowned,2006-01-08T00:00:00Z,2006 -- 1,2006,0,0,7,crete,35.240117,24.809269,,
drowned,2005-08-07T00:00:00Z,2005 -- 8,2005,0,0,1,crete,35.240117,24.809269,,
blown in minefield,2005-06-07T00:00:00Z,2005 -- 6,2005,0,0,1,crete,35.240117,24.809269,,
drowned,2005-10-24T00:00:00Z,2005 -- 10,2005,0,0,1,crete,35.240117,24.809269,,
unknown,2004-07-05T00:00:00Z,2004 -- 7,2004,0,0,9,crete,35.240117,24.809269,,
asphyxiated,2004-06-06T00:00:00Z,2004 -- 6,2004,0,0,13,crete,35.240117,24.809269,,
unknown,2004-05-05T00:00:00Z,2004 -- 5,2004,0,0,4,crete,35.240117,24.809269,,
unknown,2008-05-04T00:00:00Z,2008 -- 5,2008,0,0,1,"Xanthi, greece",41.130036,24.88649,,
drowned,2009-01-12T00:00:00Z,2009 -- 1,2009,0,0,1,syros,37.423411,24.916088,,
drowned,2005-09-14T00:00:00Z,2005 -- 9,2005,0,0,4,saros,45.928847,24.929615,,
police violence,2013-05-31T05:00:00Z,2013 -- 5,2013,12,0,12,Border between Libya and Sudan,20,25,,
drowned,2014-04-29T05:00:00Z,2014 -- 4,2014,10,0,10,Sudan-Libya border,20.23,25,,
frozen,2002-10-09T00:00:00Z,2002 -- 10,2002,0,0,7,"Didymus, Greece",39,25,,
drowned,2016-01-04T00:00:00Z,2016 -- 1,2016,1,0,1,Tinos,37.6,25.2,,
drowned,2001-06-13T00:00:00Z,2001 -- 6,2001,0,0,4,mykonos,37.446719,25.328862,,
suicide - hanged,2001-06-13T00:00:00Z,2001 -- 6,2001,0,0,6,mykonos,37.446719,25.328862,,
asphyxiated,2002-04-16T00:00:00Z,2002 -- 4,2002,0,0,25,naxos,37.102103,25.376114,,
unknown,2002-04-16T00:00:00Z,2002 -- 4,2002,0,0,3,naxos,37.102103,25.376114,,
suicide - hanged,2000-01-06T00:00:00Z,2000 -- 1,2000,0,0,6,komotini,41.122439,25.406558,,
drowned,2006-02-14T00:00:00Z,2006 -- 2,2006,0,0,1,bulgaria,42.733883,25.48583,,
suicide - under train,2002-04-01T00:00:00Z,2002 -- 4,2002,0,0,1,bulgaria,42.733883,25.48583,,
hypothermia,2002-02-16T00:00:00Z,2002 -- 2,2002,0,0,1,bulgaria,42.733883,25.48583,,
asphyxiated,2002-02-03T00:00:00Z,2002 -- 2,2002,0,0,1,bulgaria,42.733883,25.48583,,
blown in minefield,2001-07-04T00:00:00Z,2001 -- 7,2001,0,0,1,bulgaria,42.733883,25.48583,,
drowned,2001-05-06T00:00:00Z,2001 -- 5,2001,0,0,1,bulgaria,42.733883,25.48583,,
asphyxiated,2001-04-16T00:00:00Z,2001 -- 4,2001,0,0,4,bulgaria,42.733883,25.48583,,
unknown,2000-12-30T00:00:00Z,2000 -- 12,2000,0,0,1,bulgaria,42.733883,25.48583,,
unknown,2000-01-13T00:00:00Z,2000 -- 1,2000,0,0,2,bulgaria,42.733883,25.48583,,
drowned,2008-10-28T00:00:00Z,2008 -- 10,2008,0,0,2,aegean,37.075546,25.520736,,
drowned,2008-01-09T00:00:00Z,2008 -- 1,2008,0,0,1,aegean,37.075546,25.520736,,
drowned,2008-01-09T00:00:00Z,2008 -- 1,2008,0,0,19,aegean,37.075546,25.520736,,
drowned,2004-08-21T00:00:00Z,2004 -- 8,2004,0,0,4,agean,37.075546,25.520736,,
drowned,2004-08-21T00:00:00Z,2004 -- 8,2004,0,0,1,agean,37.075546,25.520736,,
unknown,2004-10-10T00:00:00Z,2004 -- 10,2004,0,0,7,aegean,37.075546,25.520736,,
drowned,2004-10-10T00:00:00Z,2004 -- 10,2004,0,0,9,aegean,37.075546,25.520736,,
heart failure,2002-11-29T00:00:00Z,2002 -- 11,2002,0,0,2,aegean,37.075546,25.520736,,
frozen,2001-01-11T00:00:00Z,2001 -- 1,2001,0,0,1,aegean,37.075546,25.520736,,
unknown,2000-01-07T00:00:00Z,2000 -- 1,2000,0,0,24,aegean,37.075546,25.520736,,
drowned,2001-06-14T00:00:00Z,2001 -- 6,2001,0,0,6,"Chtapodia, greece",37.411111,25.568889,,
unknown,2015-05-25T00:00:00Z,2015 -- 5,2015,5,0,5,Off Egypt,33.44238,25.610113,,
drowned,2016-05-19T00:00:00Z,2016 -- 5,2016,1,0,1,Chios,38.3760672,25.7167902,,
unknown,2006-07-15T00:00:00Z,2006 -- 7,2006,0,0,1,"Pabrade, lithuania",54.978133,25.762997,,
unknown,2015-11-13T00:00:00Z,2015 -- 11,2015,1,0,1,Alexandroupolis,40.85,25.85,,
suicide - hanged,2012-09-15T00:00:00Z,2012 -- 9,2012,0,0,1,alexandroupolis,40.845719,25.873962,,
heart failure,2011-11-23T00:00:00Z,2011 -- 11,2011,0,0,1,alexandroupoli,40.845719,25.873962,,
unknown,2010-03-31T00:00:00Z,2010 -- 3,2010,0,0,19,alexandroupoli,40.845719,25.873962,,
drowned,2009-12-30T00:00:00Z,2009 -- 12,2009,0,0,22,alexandroupoli,40.845719,25.873962,,
unknown,2009-01-11T00:00:00Z,2009 -- 1,2009,0,0,1,alexandroupoli,40.845719,25.873962,,
asphyxiated,2008-02-09T00:00:00Z,2008 -- 2,2008,0,0,1,alexandroupolis,40.845719,25.873962,,
unknown,2008-10-06T00:00:00Z,2008 -- 10,2008,0,0,18,alexandroupolis,40.845719,25.873962,,
drowned,2016-06-03T00:00:00Z,2016 -- 6,2016,10,329,339,75 nautical miles off Crete,32.6853649,25.9012421,,
drowned,2016-01-15T00:00:00Z,2016 -- 1,2016,4,0,4,West Turkey,39,26,,
drowned,2014-03-18T00:00:00Z,2014 -- 3,2014,6,0,6,Off Greece (Lesbos),39,26,,
car accident,2012-12-01T00:00:00Z,2012 -- 12,2012,1,0,1,A field in Northern Greece,41.2,26,,
shot by the police,2004-01-29T00:00:00Z,2004 -- 1,2004,0,0,5,Thrace,42,26,,
lack of medical care,2003-03-31T00:00:00Z,2003 -- 3,2003,0,0,2,Thrace,42,26,,
drowned,2003-01-02T00:00:00Z,2003 -- 1,2003,0,0,1,Thrace,42,26,,
shot by the police,2002-12-12T00:00:00Z,2002 -- 12,2002,0,0,1,Thrace,42,26,,
drowned,2015-09-29T00:00:00Z,2015 -- 9,2015,1,5,6,near Enez,40.7014,26.02,,
drowned,2016-02-17T00:00:00Z,2016 -- 2,2016,1,0,1,Chios,38.3,26.1,,
drowned,2016-01-30T00:00:00Z,2016 -- 1,2016,39,0,39,Canakkale,39.4,26.1,,
drowned,2007-03-16T00:00:00Z,2007 -- 3,2007,0,0,1,Bucarest airport,44.502292,26.101538,,
drowned,2013-01-21T00:00:00Z,2013 -- 1,2013,0,0,1,evros,41.244376,26.135943,,
unknown,2012-08-17T00:00:00Z,2012 -- 8,2012,0,0,1,evros,41.244376,26.135943,,
hypothermia,2012-07-01T00:00:00Z,2012 -- 7,2012,0,0,1,evros,41.244376,26.135943,,
drowned,2012-03-28T00:00:00Z,2012 -- 3,2012,0,0,1,evros,41.244376,26.135943,,
unknown,2012-03-16T00:00:00Z,2012 -- 3,2012,0,0,1,evros,41.244376,26.135943,,
asphyxiated,2012-03-14T00:00:00Z,2012 -- 3,2012,0,0,1,evros,41.244376,26.135943,,
shot by the police,2012-02-28T00:00:00Z,2012 -- 2,2012,0,0,2,evros,41.244376,26.135943,,
car accident,2012-02-20T00:00:00Z,2012 -- 2,2012,0,0,1,evros,41.244376,26.135943,,
shot by the police,2012-02-20T00:00:00Z,2012 -- 2,2012,0,0,1,evros,41.244376,26.135943,,
drowned,2012-11-30T00:00:00Z,2012 -- 11,2012,0,0,12,evros,41.244376,26.135943,,
frozen,2012-10-01T00:00:00Z,2012 -- 10,2012,0,0,1,evros,41.244376,26.135943,,
frozen,2012-01-29T00:00:00Z,2012 -- 1,2012,0,0,1,evros,41.244376,26.135943,,
drowned,2011-08-23T00:00:00Z,2011 -- 8,2011,0,0,1,evros,41.244376,26.135943,,
drowned,2011-07-31T00:00:00Z,2011 -- 7,2011,0,0,1,evros,41.244376,26.135943,,
fall,2011-05-31T00:00:00Z,2011 -- 5,2011,0,0,2,evros,41.244376,26.135943,,
drowned,2011-03-17T00:00:00Z,2011 -- 3,2011,0,0,3,evros,41.244376,26.135943,,
shot,2011-12-31T00:00:00Z,2011 -- 12,2011,0,0,2,evros,41.244376,26.135943,,
drowned,2011-12-31T00:00:00Z,2011 -- 12,2011,0,0,1,evros,41.244376,26.135943,,
unknown,2011-12-26T00:00:00Z,2011 -- 12,2011,0,0,3,evros,41.244376,26.135943,,
drowned,2011-11-23T00:00:00Z,2011 -- 11,2011,0,0,1,evros,41.244376,26.135943,,
shot,2011-10-11T00:00:00Z,2011 -- 10,2011,0,0,2,evros,41.244376,26.135943,,
frozen,2011-10-11T00:00:00Z,2011 -- 10,2011,0,0,2,evros,41.244376,26.135943,,
asphyxiated,2011-01-11T00:00:00Z,2011 -- 1,2011,0,0,1,evros,41.244376,26.135943,,
frozen,2010-09-30T00:00:00Z,2010 -- 9,2010,0,0,2,evros,41.244376,26.135943,,
murdered,2010-08-05T00:00:00Z,2010 -- 8,2010,0,0,4,evros,41.244376,26.135943,,
hypothermia,2010-07-11T00:00:00Z,2010 -- 7,2010,0,0,2,evros,41.244376,26.135943,,
suicide - hanged,2010-07-06T00:00:00Z,2010 -- 7,2010,0,0,2,evros,41.244376,26.135943,,
blown in minefield,2010-06-30T00:00:00Z,2010 -- 6,2010,0,0,18,evros,41.244376,26.135943,,
starved,2010-06-24T00:00:00Z,2010 -- 6,2010,0,0,2,evros,41.244376,26.135943,,
blown in minefield,2010-05-25T00:00:00Z,2010 -- 5,2010,0,0,2,evros,41.244376,26.135943,,
fall,2010-04-17T00:00:00Z,2010 -- 4,2010,0,0,4,evros,41.244376,26.135943,,
unknown,2010-01-05T00:00:00Z,2010 -- 1,2010,0,0,3,evros,41.244376,26.135943,,
unknown,2010-01-05T00:00:00Z,2010 -- 1,2010,0,0,8,evros,41.244376,26.135943,,
shot by the police,2010-01-05T00:00:00Z,2010 -- 1,2010,0,0,5,evros,41.244376,26.135943,,
drowned,2008-09-26T00:00:00Z,2008 -- 9,2008,0,0,4,evros,41.244376,26.135943,,
lack of medical care,2008-09-25T00:00:00Z,2008 -- 9,2008,0,0,4,evros,41.244376,26.135943,,
drowned,2008-06-09T00:00:00Z,2008 -- 6,2008,0,0,2,evros,41.244376,26.135943,,
suicide - hanged,2008-05-09T00:00:00Z,2008 -- 5,2008,0,0,4,evros,41.244376,26.135943,,
crushed,2008-01-14T00:00:00Z,2008 -- 1,2008,0,0,1,evros,41.244376,26.135943,,
fall,2007-12-27T00:00:00Z,2007 -- 12,2007,0,0,1,evros,41.244376,26.135943,,
police violence,2006-09-11T00:00:00Z,2006 -- 9,2006,0,0,2,evros,41.244376,26.135943,,
suicide - hanged,2006-07-24T00:00:00Z,2006 -- 7,2006,0,0,2,evros,41.244376,26.135943,,
drowned,2006-10-08T00:00:00Z,2006 -- 10,2006,0,0,2,evros,41.244376,26.135943,,
frozen,2005-05-28T00:00:00Z,2005 -- 5,2005,0,0,2,evros,41.244376,26.135943,,
police violence,2005-04-03T00:00:00Z,2005 -- 4,2005,0,0,2,evros,41.244376,26.135943,,
suicide - hanged,2004-08-05T00:00:00Z,2004 -- 8,2004,0,0,4,evros,41.244376,26.135943,,
hypothermia,2004-05-07T00:00:00Z,2004 -- 5,2004,0,0,1,evros,41.244376,26.135943,,
asphyxiated,2004-04-11T00:00:00Z,2004 -- 4,2004,0,0,2,evros,41.244376,26.135943,,
unknown,2004-12-06T00:00:00Z,2004 -- 12,2004,0,0,2,evros,41.244376,26.135943,,
drowned,2004-11-13T00:00:00Z,2004 -- 11,2004,0,0,3,evros,41.244376,26.135943,,
asphyxiated,2004-10-05T00:00:00Z,2004 -- 10,2004,0,0,1,evros,41.244376,26.135943,,
drowned,2004-01-29T00:00:00Z,2004 -- 1,2004,0,0,5,evros,41.244376,26.135943,,
drowned,2003-09-28T00:00:00Z,2003 -- 9,2003,0,0,7,evros,41.244376,26.135943,,
drowned,2003-09-08T00:00:00Z,2003 -- 9,2003,0,0,26,evros,41.244376,26.135943,,
suicide - other,2003-03-25T00:00:00Z,2003 -- 3,2003,0,0,2,evros,41.244376,26.135943,,
asphyxiated,2003-01-06T00:00:00Z,2003 -- 1,2003,0,0,2,evros,41.244376,26.135943,,
suicide - put on fire,2002-03-26T00:00:00Z,2002 -- 3,2002,0,0,1,evros,41.244376,26.135943,,
asphyxiated,2002-03-19T00:00:00Z,2002 -- 3,2002,0,0,2,evros,41.244376,26.135943,,
drowned,2001-05-21T00:00:00Z,2001 -- 5,2001,0,0,2,evros,41.244376,26.135943,,
drowned,2001-05-20T00:00:00Z,2001 -- 5,2001,0,0,3,evros,41.244376,26.135943,,
drowned,2000-08-31T00:00:00Z,2000 -- 8,2000,0,0,2,evros,41.244376,26.135943,,
drowned,2000-05-07T00:00:00Z,2000 -- 5,2000,0,0,1,evros,41.244376,26.135943,,
suicide - other,2000-04-22T00:00:00Z,2000 -- 4,2000,0,0,1,evros,41.244376,26.135943,,
unknown,2013-01-13T00:00:00Z,2013 -- 1,2013,0,0,3,chios,38.370981,26.136346,,
unknown,2007-08-22T00:00:00Z,2007 -- 8,2007,0,0,14,chios,38.370981,26.136346,,
drowned,2006-02-19T00:00:00Z,2006 -- 2,2006,0,0,1,chios,38.370981,26.136346,,
drowned,2006-02-18T00:00:00Z,2006 -- 2,2006,0,0,1,chios,38.370981,26.136346,,
unknown,2005-09-18T00:00:00Z,2005 -- 9,2005,0,0,2,chios,38.370981,26.136346,,
car accident,2005-04-25T00:00:00Z,2005 -- 4,2005,0,0,2,chios,38.370981,26.136346,,
hypothermia,2002-12-24T00:00:00Z,2002 -- 12,2002,0,0,4,chios,38.370981,26.136346,,
unknown,2002-12-24T00:00:00Z,2002 -- 12,2002,0,0,4,chios,38.370981,26.136346,,
drowned,2011-07-09T00:00:00Z,2011 -- 7,2011,0,0,2,feres,40.894241,26.172202,,
fall,2015-11-13T00:00:00Z,2015 -- 11,2015,1,0,1,Chios,38.11,26.19,,
unknown,2015-11-11T00:00:00Z,2015 -- 11,2015,4,2,6,Chios,38.11,26.19,,
suicide - other,2015-10-26T00:00:00Z,2015 -- 10,2015,1,0,1,Chios,38.11,26.19,,
drowned,2015-10-09T00:00:00Z,2015 -- 10,2015,1,0,1,Near Lesbos,39.1,26.19,,
suicide - other,2015-10-25T00:00:00Z,2015 -- 10,2015,3,7,10,Near Lesbos,39,26.191,,
shot by the police,2015-10-17T00:00:00Z,2015 -- 10,2015,12,11,23,Near Lesbos,39.1,26.191,,
hypothermia,2015-10-15T00:00:00Z,2015 -- 10,2015,7,1,8,Near Lesbos,39.1,26.191,,
drowned,2015-10-14T00:00:00Z,2015 -- 10,2015,3,0,3,Near Lesbos,39.11,26.191,,
drowned,2015-10-26T00:00:00Z,2015 -- 10,2015,1,0,1,Lesbos,39,26.19101,,
drowned,2015-10-28T00:00:00Z,2015 -- 10,2015,1,0,1,Lesbos,39,26.1911,,
unknown,2013-07-31T00:00:00Z,2013 -- 7,2013,0,0,24,"Tavaklı, Turkey",39.671689,26.196498,,
unknown,2015-12-22T00:00:00Z,2015 -- 12,2015,2,0,2,Cesme,38.3,26.2,,
suicide - other,2015-12-16T00:00:00Z,2015 -- 12,2015,2,0,2,Cesme,38.3,26.2,,
suicide - put on fire,2015-12-08T00:00:00Z,2015 -- 12,2015,6,2,8,Cesme,38.3,26.2,,
drowned,2015-12-01T00:00:00Z,2015 -- 12,2015,3,30,33,Cesme,38.3,26.2,,
drowned,2015-09-19T00:00:00Z,2015 -- 9,2015,1,14,15,Near Lesbos,39,26.2,,
unknown,2015-10-28T00:00:00Z,2015 -- 10,2015,3,0,3,Lesbos,39.1,26.2,,
asphyxiated,2015-09-30T00:00:00Z,2015 -- 9,2015,2,0,2,Near Lesbos,39.1,26.2,,
hypothermia,2015-08-24T00:00:00Z,2015 -- 8,2015,2,5,7,Near Lesbos,39.1,26.2,,
drowned,2015-09-22T00:00:00Z,2015 -- 9,2015,0,2,2,Near Lesbos,39,26.21,,
suicide - put on fire,2016-01-24T00:00:00Z,2016 -- 1,2016,1,0,1,Lesbos,39.1,26.21,,
drowned,2016-01-21T00:00:00Z,2016 -- 1,2016,3,0,3,Lesbos,39.1,26.21,,
drowned,2016-01-08T00:00:00Z,2016 -- 1,2016,1,0,1,Lesbos,39.1,26.21,,
suicide - other,2015-12-24T00:00:00Z,2015 -- 12,2015,18,2,20,Lesbos,39.1,26.21,,
unknown,2015-12-16T00:00:00Z,2015 -- 12,2015,2,0,2,Lesbos,39.1,26.21,,
drowned,2015-11-13T00:00:00Z,2015 -- 11,2015,1,0,1,Lesbos,39.1,26.21,,
unknown,2015-11-11T00:00:00Z,2015 -- 11,2015,14,0,14,Lesbos,39.1,26.21,,
drowned,2015-11-07T00:00:00Z,2015 -- 11,2015,1,0,1,Lesbos,39.1,26.21,,
unknown,2015-11-03T00:00:00Z,2015 -- 11,2015,0,4,4,Lesbos,39.1,26.21,,
asphyxiated,2015-11-03T00:00:00Z,2015 -- 11,2015,4,0,4,Lesbos,39.1,26.21,,
drowned,2015-10-29T00:00:00Z,2015 -- 10,2015,3,38,41,Lesbos,39.1,26.21,,
drowned,2015-10-29T00:00:00Z,2015 -- 10,2015,8,0,8,Lesbos,39.1,26.21,,
unknown,2013-07-24T00:00:00Z,2013 -- 7,2013,0,0,1,oinusses,38.515435,26.220492,,
drowned,2014-06-02T05:00:00Z,2014 -- 6,2014,1,0,1,"Lesvos, Greece",39.26451,26.277707,,
drowned,2014-03-18T00:00:00Z,2014 -- 3,2014,7,2,9,"Lesbos, Greece",39.26451,26.277707,,
drowned,2012-04-28T00:00:00Z,2012 -- 4,2012,0,0,2,lykofos,41.119673,26.288073,,
drowned,2015-09-18T00:00:00Z,2015 -- 9,2015,1,0,1,Near Cesme,38.3204079,26.2969054,,
drowned,2016-01-04T00:00:00Z,2016 -- 1,2016,2,0,2,Ikaria,37.6,26.3,,
lack of medical care,2014-03-01T00:00:00Z,2014 -- 3,2014,1,0,1,Evros river,41.1,26.3,,
unknown,2007-08-23T00:00:00Z,2007 -- 8,2007,0,0,3,cesme,38.32981,26.314921,,
drowned,2005-02-10T00:00:00Z,2005 -- 2,2005,0,0,30,cesme,38.32981,26.314921,,
murdered,2005-11-03T00:00:00Z,2005 -- 11,2005,0,0,30,cesme,38.32981,26.314921,,
electrocuted,2001-12-06T00:00:00Z,2001 -- 12,2001,0,0,3,cesme,38.32981,26.314921,,
drowned,2001-09-29T00:00:00Z,2001 -- 9,2001,0,0,1,gemisti,40.962655,26.330751,,
car accident,2001-12-22T00:00:00Z,2001 -- 12,2001,0,0,4,gemisti,40.962655,26.330751,,
asphyxiated,2012-12-14T00:00:00Z,2012 -- 12,2012,0,0,27,lesvos,39.16408,26.372171,,
hypothermia,2009-11-01T00:00:00Z,2009 -- 11,2009,0,0,1,lesvos,39.16408,26.372171,,
lack of medical care,2009-10-26T00:00:00Z,2009 -- 10,2009,0,0,8,lesvos,39.16408,26.372171,,
drowned,2007-09-07T00:00:00Z,2007 -- 9,2007,0,0,2,lesvos,39.16408,26.372171,,
drowned,2007-08-09T00:00:00Z,2007 -- 8,2007,0,0,2,lesvos,39.16408,26.372171,,
unknown,2007-12-22T00:00:00Z,2007 -- 12,2007,0,0,1,lesvos,39.16408,26.372171,,
drowned,2006-03-31T00:00:00Z,2006 -- 3,2006,0,0,1,lesvos,39.16408,26.372171,,
unknown,2006-01-03T00:00:00Z,2006 -- 1,2006,0,0,1,lesvos,39.16408,26.372171,,
drowned,2005-08-07T00:00:00Z,2005 -- 8,2005,0,0,9,lesvos,39.16408,26.372171,,
drowned,2004-09-14T00:00:00Z,2004 -- 9,2004,5,0,5,lesvos,39.16408,26.372171,,
unknown,2004-08-22T00:00:00Z,2004 -- 8,2004,0,0,5,lesbos,39.16408,26.372171,,
suicide - under train,2003-09-17T00:00:00Z,2003 -- 9,2003,0,0,1,lesbos,39.16408,26.372171,,
drowned,2003-08-13T00:00:00Z,2003 -- 8,2003,0,0,5,lesbos,39.16408,26.372171,,
drowned,2002-09-25T00:00:00Z,2002 -- 9,2002,0,0,10,lesbos,39.16408,26.372171,,
drowned,2002-09-25T00:00:00Z,2002 -- 9,2002,0,0,3,lesbos,39.16408,26.372171,,
unknown,2002-10-20T00:00:00Z,2002 -- 10,2002,0,0,2,lesbos,39.16408,26.372171,,
drowned,2002-10-15T00:00:00Z,2002 -- 10,2002,0,0,6,lesbos,39.16408,26.372171,,
drowned,2001-12-02T00:00:00Z,2001 -- 12,2001,0,0,6,"Cesvos, greece",39.16408,26.372171,,
suicide - hanged,2000-12-31T00:00:00Z,2000 -- 12,2000,0,0,5,lesbos,39.16408,26.372171,,
drowned,2000-12-31T00:00:00Z,2000 -- 12,2000,0,0,1,lesbos,39.16408,26.372171,,
drowned,2016-01-05T00:00:00Z,2016 -- 1,2016,7,0,7,Ayvacik,39.44,26.39,,
drowned,2016-01-05T00:00:00Z,2016 -- 1,2016,29,0,29,Ayvacik,39.44,26.39,,
asphyxiated,2015-12-14T00:00:00Z,2015 -- 12,2015,1,0,1,Ayvacik,39.44,26.39,,
unknown,2015-11-27T00:00:00Z,2015 -- 11,2015,4,0,4,Ayvacik,39.44,26.39,,
drowned,2016-01-24T00:00:00Z,2016 -- 1,2016,1,0,1,Skyros,38.8,26.4,,
drowned,2016-03-09T00:00:00Z,2016 -- 3,2016,5,2,7,,39.3,26.4,,
unknown,2016-01-11T00:00:00Z,2016 -- 1,2016,3,3,6,West Turkey,39.5,26.4,,
unknown,2015-09-19T00:00:00Z,2015 -- 9,2015,13,13,26,Near Canakkale,40,26.4,,
crushed,2015-08-24T00:00:00Z,2015 -- 8,2015,3,0,3,Near Canakkale,40.1,26.4,,
asphyxiated,2008-12-17T00:00:00Z,2008 -- 12,2008,0,0,7,ayvacik,39.599541,26.40086,,
hypothermia,2005-05-29T00:00:00Z,2005 -- 5,2005,0,0,4,ayvacik,39.599541,26.40086,,
hypothermia,2004-12-14T00:00:00Z,2004 -- 12,2004,0,0,1,"Barbalia, greece",39.309142,26.437219,,
drowned,2005-09-11T00:00:00Z,2005 -- 9,2005,0,0,2,kastanies,41.645487,26.476442,,
drowned,2005-12-09T00:00:00Z,2005 -- 12,2005,0,0,2,kastanies,41.645487,26.476442,,
hypothermia,2002-08-27T00:00:00Z,2002 -- 8,2002,0,0,1,"Vyssa, Turkey",41.58738,26.490198,,
asphyxiated,2016-01-08T00:00:00Z,2016 -- 1,2016,4,0,4,West Turkey,36.5,26.5,,
drowned,2016-01-18T00:00:00Z,2016 -- 1,2016,1,0,1,Fournoi,39.6,26.5,,
shot by the police,2016-01-05T00:00:00Z,2016 -- 1,2016,1,0,1, Fournoi,39.6,26.5,,
asphyxiated,2016-01-04T00:00:00Z,2016 -- 1,2016,4,0,4,Fournoi,39.6,26.5,,
asphyxiated,2016-03-02T00:00:00Z,2016 -- 3,2016,1,0,1,Lesvos,39.09,26.53,,
suicide - other,2015-09-04T00:00:00Z,2015 -- 9,2015,1,0,1,Orestiada,41.5,26.53,,
died in childbirth,2009-10-26T00:00:00Z,2009 -- 10,2009,0,0,9,mytilini,39.106738,26.557275,,
suicide - other,2002-08-31T00:00:00Z,2002 -- 8,2002,0,0,1,edirne,41.681808,26.562269,,
blown in minefield,2001-12-31T00:00:00Z,2001 -- 12,2001,0,0,1,edirne,41.681808,26.562269,,
unknown,2016-03-20T00:00:00Z,2016 -- 3,2016,2,0,2,Lesvos,36.09,26.57,,
unknown,2016-01-15T00:00:00Z,2016 -- 1 ,2016,3,0,3,Agathonisi,37.3,26.58,,
suicide - hanged,2006-05-29T00:00:00Z,2006 -- 5,2006,0,0,1,Turkey to Greece,38.652771,26.613007,,
unknown,2006-04-11T00:00:00Z,2006 -- 4,2006,0,0,3,Turkey to Greece,38.652771,26.613007,,
unknown,2005-01-31T00:00:00Z,2005 -- 1,2005,0,0,1,Turkey to Greece,38.652771,26.613007,,
unknown,2005-01-31T00:00:00Z,2005 -- 1,2005,0,0,1,Turkey to Greece,38.652771,26.613007,,
unknown,2004-02-23T00:00:00Z,2004 -- 2,2004,0,0,13,Turkey to Greece,38.652771,26.613007,,
drowned,2003-12-19T00:00:00Z,2003 -- 12,2003,0,0,2,Turkey to Greece,38.652771,26.613007,,
unknown,2002-06-23T00:00:00Z,2002 -- 6,2002,0,0,1,Turkey to Greece,38.652771,26.613007,,
suicide - jumped from building,2002-10-09T00:00:00Z,2002 -- 10,2002,0,0,2,Turkey to Greece,38.652771,26.613007,,
drowned,2002-01-10T00:00:00Z,2002 -- 1,2002,0,0,1,Turkey to Greece,38.652771,26.613007,,
drowned,2002-01-08T00:00:00Z,2002 -- 1,2002,0,0,5,Turkey to Greece,38.652771,26.613007,,
asphyxiated,2002-01-08T00:00:00Z,2002 -- 1,2002,0,0,2,Turkey to Greece,38.652771,26.613007,,
drowned,2002-01-08T00:00:00Z,2002 -- 1,2002,0,0,1,Turkey to Greece,38.652771,26.613007,,
unknown,2001-06-10T00:00:00Z,2001 -- 6,2001,0,0,5,Turkey to Greece,38.652771,26.613007,,
unknown,2001-03-28T00:00:00Z,2001 -- 3,2001,0,0,1,Turkey to Greece,38.652771,26.613007,,
unknown,2001-03-28T00:00:00Z,2001 -- 3,2001,0,0,1,Turkey to Greece,38.652771,26.613007,,
unknown,2001-01-11T00:00:00Z,2001 -- 1,2001,0,0,4,Turkey to Greece,38.652771,26.613007,,
drowned,2001-01-11T00:00:00Z,2001 -- 1,2001,0,0,2,Turkey to Greece,38.652771,26.613007,,
